location,floor,title,price,age,area-m2,owner,room,seller,date
/konut-kiralik/istanbul-maltepe-idealtepe-emlakcidan-daire/detay/31707333,2. Kat,BAGDAT GAYRİMENKULDEN İDEALTEPE SAHİLDE LÜKS 3+1 DAİRE,2.600,6,145,Emlakçıdan,3+1,Kurumsal,01.12.2018
/konut-kiralik/istanbul-bahcelievler-soganli-emlakcidan-daire/detay/31795069,3. Kat,GÜMÜŞ DEN FERİTSELİM PAŞA CAD ÜZERİ 3+1 ASANSÖRLÜ,1.700,20,125,Emlakçıdan,3+1,Kurumsal,27.11.2018
/konut-kiralik/istanbul-beykoz-kavacik-emlakcidan-daire/detay/31945506,6. Kat,Kavacık Merkezde Aileye-Öğrenciye Uygun 5+1 Dublex Daire,2.500,15,170,Emlakçıdan,5+1,Kurumsal,28.11.2018
/konut-kiralik/istanbul-sariyer-zekeriyakoy-emlakcidan-daire/detay/32301723,Bahçe Katı,LÜX BAHÇE KATI ZEKERİYAKÖY 1+1,2.000,0,85,Emlakçıdan,1+1,Kurumsal,30.11.2018
/konut-kiralik/istanbul-sisli-gulbahar-emlakcidan-daire/detay/32349045,Yüksek Giriş,2+1 MEYDANA YAKIN KİRALIK,1.350,15,85,Emlakçıdan,2+1,Bireysel,29.11.2018
/konut-kiralik/istanbul-maltepe-yali-sahibinden-daire/detay/14955401,1. Kat,SAHİBİNDEN Kiralık!! Süreyyapaşa\u0027da Geniş 3+1 Merkezi konumda,1.600,25,120,Sahibinden,3+1,Bireysel,29.11.2018
/konut-kiralik/istanbul-sancaktepe-osmangazi-emlakcidan-daire/detay/32177557,3. Kat,Çook Geniş 3 +1 E.Banyolu Çift Wc Merkeze Yürüme Mesafesi\u0027nde,1.150,2,125,Emlakçıdan,3+1,Bireysel,04.11.2018
/konut-kiralik/istanbul-tuzla-cami-emlakcidan-daire/detay/32286521,Bahçe Katı,Tuzla Camide Marinanın Hemen Yanında Bahçeli Naci Avcı dan,1.000,30,75,Emlakçıdan,1+1,Kurumsal,01.12.2018
/konut-kiralik/istanbul-sancaktepe-veysel-karani-emlakcidan-daire/detay/32213443,Bahçe Katı,REMAX NEFES BİZİMTEPE AYDOS 3+1 BAHÇE (SELÇUKLU -AYDOS-RİNGS ),2.500,0,177,Emlakçıdan,3+1,Kurumsal,09.11.2018
/konut-kiralik/istanbul-bahcelievler-siyavuspasa-emlakcidan-daire/detay/32144877,3. Kat,BAHÇELİEVLER ŞİYAVUŞPAŞA CAD.ÜSTÜ  LUX EŞYALI ASANSORLÜ KİRALIK ,2.300,25,100,Emlakçıdan,2+1,Kurumsal,01.12.2018
/konut-kiralik/istanbul-umraniye-mehmet-akif-sahibinden-daire/detay/31258198,1. Kat,Sahibinden Ümraniye Tavukçuyolu 2+1 Fransız Balkonlu Daire,1.275,5,100,Sahibinden,2+1,Bireysel,30.11.2018
/konut-kiralik/istanbul-sariyer-buyukdere-emlakcidan-daire/detay/32207137,Çatı Katı,Büyükdere full boğaz manzaralı teraslı stüdyo daire 60 m2,2.500,20,60,Emlakçıdan,1+0,Kurumsal,10.11.2018
/konut-kiralik/istanbul-maltepe-altaycesme-emlakcidan-daire/detay/32282664,Bahçe Katı,Maltepe Altayçeşme de E-5\u0027e Yakın 2+1 Kiralık Daire,1.000,22,75,Emlakçıdan,2+1,Bireysel,19.11.2018
/konut-kiralik/istanbul-besiktas-etiler-emlakcidan-daire/detay/32283511,1. Kat,"ETİLER NİSPETİYE\u0027 DE KORU MANZARALI, GENİŞ KULLANIMLI DAİRE.",7.500,27,180,Emlakçıdan,3+1,Kurumsal,01.12.2018
/konut-kiralik/istanbul-umraniye-esensehir-emlakcidan-daire/detay/32188114,10. Kat,"AĞAOĞLU ELTES GÜNEŞİ\u0027NDE FULL EŞYALI, KONFORLU 3+1 KİRALIK DAİRE",2.900,10,120,Emlakçıdan,3+1,Kurumsal,05.11.2018
/konut-kiralik/istanbul-kadikoy-fenerbahce-emlakcidan-daire/detay/32351748,9. Kat,BU HARİKA MANZARAYA KARŞI OTURMAK İSTERMİSİNİZ ....,9.500,1,200,Emlakçıdan,4+1,Bireysel,29.11.2018
/konut-kiralik/istanbul-besiktas-nisbetiye-emlakcidan-daire/detay/31940283,4. Kat,CB SİNERJİ ESTERDEN ULUSTA KİRALIK ARA KAT DAİRE,3.750,40,100,Emlakçıdan,2+1,Kurumsal,01.12.2018
/konut-kiralik/istanbul-sisli-mecidiyekoy-emlakcidan-daire/detay/32162082,6. Kat,FULYAEMLAKTAN KAPALI OTOPARK SIFIR BİNA ÇİFT BANYO TERASLI SÜPER,2.750,0,120,Emlakçıdan,3+1,Kurumsal,24.11.2018
/konut-kiralik/istanbul-kagithane-celiktepe-emlakcidan-daire/detay/32358105,Çatı Katı,Kağıthane Çeliktepe 2+1 85m2 Masrafsız Çatı katı\u0027 AKDERE EMLAK,2.100,0,90,Emlakçıdan,2+1,Kurumsal,30.11.2018
/konut-kiralik/istanbul-besiktas-gayrettepe-emlakcidan-daire/detay/32276399,2. Kat,Beşiktaş Gayrettepe\u0027de Kiralık Ters Dublex 4+1 Kullanışlı Daire,6.500,25,275,Emlakçıdan,4+1,Bireysel,17.11.2018
/konut-kiralik/istanbul-kartal-topselvi-emlakcidan-daire/detay/31873733,Ara Kat,KARTAL METRO\u0027YA 10DK SİTE SPOR SALONU-ÖZEL TERAS-SAUNA 78m2 1+1,1.500,0,78,Emlakçıdan,1+1,Bireysel,27.11.2018
/konut-kiralik/istanbul-sisli-gulbahar-emlakcidan-daire/detay/32178813,Yüksek Giriş,MECİDİYEKÖY GÜLBAĞDA YÜKSEK VE MÜSTAKİL GİRİŞLİ DAİRE 2+1 ,1.350,10,80,Emlakçıdan,2+1,Kurumsal,27.11.2018
/konut-kiralik/istanbul-kadikoy-suadiye-emlakcidan-daire/detay/32337357,9. Kat,TROYKA\u0027DAN YETKİLİ SUADİYE\u0027DE OYUN PARKLI ULTRA LÜX SIFIR 3+1,3.400,1,135,Emlakçıdan,3+1,Kurumsal,27.11.2018
/konut-kiralik/istanbul-besiktas-ulus-emlakcidan-daire/detay/30454452,2. Kat,AHMET PAÇA\u0027DAN ULUS PARK EVLERİ\u0027NDE 4+1,12.000,10,220,Emlakçıdan,4+1,Kurumsal,01.12.2018
/konut-kiralik/istanbul-kagithane-sanayi-emlakcidan-daire/detay/32347756,3. Kat,SANAYİ MAHALLESİNDE 2+1 120 M2 DOĞALGAZ KOMBİLİ 120M2 ,1.500,13,120,Emlakçıdan,3+1,Kurumsal,29.11.2018
/konut-kiralik/istanbul-uskudar-ferah-emlakcidan-daire/detay/32121300,Giriş Katı,ÇAMLICA FERAH MAHALLESİNDE 2+1 KİRALIK DAİRE,1.200,14,90,Emlakçıdan,2+1,Kurumsal,25.11.2018
/konut-kiralik/istanbul-bakirkoy-senlikkoy-emlakcidan-daire/detay/32339773,1. Kat,Florya Adakalede 4+1 220m2 Kiralık Ara Kat ŞEBNEM ÖZGÜL\u0027DEN,4.000,20,230,Emlakçıdan,4+1,Kurumsal,30.11.2018
/konut-kiralik/istanbul-uskudar-selimiye-emlakcidan-daire/detay/32111106,1. Kat,SELİMİYE KIŞLASINA KOMŞU NEZİH ÇIKMAZ SOKAKTA 2+1 DAİRE,2.300,12,85,Emlakçıdan,2+1,Kurumsal,28.11.2018
/konut-kiralik/istanbul-sisli-tesvikiye-emlakcidan-daire/detay/32331645,4. Kat,Teşvikiye\u0027de Yeni Binada Kiralık / Flat Fro Rent in Teşvikiye,5.000,0,120,Emlakçıdan,3+1,Kurumsal,27.11.2018
/konut-kiralik/istanbul-basaksehir-basaksehir-emlakcidan-daire/detay/32222746,, NİDA PARK BAŞAKŞEHİRDE(4+1) (227m2) ,4.000,0,227,Emlakçıdan,4+1,Kurumsal,10.11.2018
/konut-kiralik/istanbul-besiktas-dikilitas-emlakcidan-daire/detay/32299769,Kot 3,BEŞİKTAŞ DA 3+1 TEMİZ  KİRALIK DAİRE,3.500,25,130,Emlakçıdan,3+1,Kurumsal,23.11.2018
/konut-kiralik/istanbul-sisli-duatepe-emlakcidan-daire/detay/32245409,5. Kat,"Kurtuluş Caddesi Üzerinde 2+1, 100m Kombili Kiralık Daire",2.250,30,100,Emlakçıdan,2+1,Kurumsal,30.11.2018
/konut-kiralik/istanbul-besiktas-nisbetiye-emlakcidan-daire/detay/31579504,9. Kat,AKMERKEZİN YANINDA BOĞAZ MANZARALI KİRALIK GÜNCEL ŞIK OFİS!!!,10.500,10,220,Emlakçıdan,6+1,Kurumsal,28.11.2018
/konut-kiralik/istanbul-tuzla-aydinli-emlakcidan-daire/detay/28461283,3. Kat,Tuzla Aydınlıda Panoramada Lüks Eşyalı Havuzlu 2+1 Naci Avcı dan,1.650,2,85,Emlakçıdan,2+1,Kurumsal,01.12.2018
/konut-kiralik/istanbul-sancaktepe-fatih-emlakcidan-daire/detay/32260193,2. Kat,FATİH MAHALLESİNDE ORMANLA İÇİÇE KİRALIK SIFIR 2+1 DAİRE,900,0,95,Emlakçıdan,2+1,Bireysel,15.11.2018
/konut-kiralik/istanbul-besiktas-ulus-emlakcidan-daire/detay/29355011,,"ULUS SAVOY DA 3,5+1 160 M2 ARA KAT ETİLER LEVENT ZORLU YOO",18.000,6,160,Emlakçıdan,4+1,Kurumsal,29.11.2018
/konut-kiralik/istanbul-eyup-gokturk-merkez-emlakcidan-daire/detay/31870846,4. Kat,göktürk\u0027 te sitede eşyalı 2+1 çatı dublex daire,3.300,10,147,Emlakçıdan,2+1,Kurumsal,28.11.2018
/konut-kiralik/istanbul-sariyer-maslak-emlakcidan-daire/detay/32164421,10. Kat,Sarıyer Maslak Ağaoğlu 1453 Kiralık 1+1 Daire,3.500,0,79,Emlakçıdan,1+1,Kurumsal,02.11.2018
/konut-kiralik/istanbul-kadikoy-suadiye-emlakcidan-daire/detay/32144797,8. Kat,CADDE DİVAN\u0027DAN SUADİYE\u0027DE AÇIK AMERİKAN MUTFAKLI 4+1 2 90 M2,6.200,18,290,Emlakçıdan,4+1,Kurumsal,01.12.2018
/konut-kiralik/istanbul-atasehir-atasehir-ataturk-emlakcidan-daire/detay/32284298,21 ve üzeri,KİRALIKTA DEV FIRSAT ! TOWERLAND DE DENİZ MANZARALI KİRALIK,5.000,4,211,Emlakçıdan,3+1,Kurumsal,30.11.2018
/konut-kiralik/istanbul-bahcelievler-siyavuspasa-emlakcidan-daire/detay/31955785,3. Kat,METRO METROBÜSE 10 DK KİRALIK 2+1 DAİRE,1.650,24,100,Emlakçıdan,2+1,Kurumsal,01.12.2018
/konut-kiralik/istanbul-besiktas-etiler-emlakcidan-daire/detay/31609507,1. Kat,"Etilerde Dünyagöze,Metroya Yakın,Huzurlu Sokakta,5+1 200m2 Daire",7.000,30,200,Emlakçıdan,5+1,Kurumsal,01.12.2018
/konut-kiralik/istanbul-kadikoy-suadiye-emlakcidan-daire/detay/32321468,9. Kat,ÇATALÇEŞMEDE BAĞDAT CADDESİNE 5DAKİKA MESAFEDE DENİZ GÖRÜR SIFIR,3.400,0,125,Emlakçıdan,3+1,Bireysel,24.11.2018
/konut-kiralik/istanbul-bakirkoy-zuhuratbaba-emlakcidan-daire/detay/32351859,3. Kat,Bakırköy Zuhuratbaba Devlet Hastanesi Yakını 3+1 Kiralık Daire,2.250,35,120,Emlakçıdan,3+1,Kurumsal,01.12.2018
/konut-kiralik/istanbul-buyukcekmece-kamiloba-emlakcidan-daire/detay/32275369,3. Kat,KAMİLOBA\u0027DA İÇİ YAPILI SÜPER MANZARALI DAİRE,900,32,90,Emlakçıdan,2+1,Kurumsal,17.11.2018
/konut-kiralik/istanbul-kadikoy-erenkoy-emlakcidan-daire/detay/32276639,1. Kat,Erenköy Ethem Efendi 5.Bina Taşınmaya Hazır Balkonlu Geniş 3+1,2.500,30,145,Emlakçıdan,3+1,Bireysel,01.12.2018
/konut-kiralik/istanbul-umraniye-yaman-evler-emlakcidan-daire/detay/32347398,Giriş Katı,*EŞYALI*ÇARŞIDA BELEDİYE YANINDA 75m2 METROYA 100m MESAFEDE 1+1,1.500,27,80,Emlakçıdan,1+1,Kurumsal,29.11.2018
/konut-kiralik/istanbul-kucukcekmece-istasyon-emlakcidan-daire/detay/30448050,3. Kat,İSTASYON MAH KALP DAMAR HASTANESİ ARKASI KİRALIK 2+1 DAİRE,850,0,75,Emlakçıdan,2+1,Kurumsal,28.11.2018
/konut-kiralik/istanbul-gaziosmanpasa-mevlana-emlakcidan-daire/detay/32333405,4. Kat,AVRUPA KONUTLARI TEM2 GÜNCEL 1+1 TERTEMİZ ŞIK DAİRE,2.000,3,78,Emlakçıdan,1+1,Kurumsal,30.11.2018
/konut-kiralik/istanbul-beyoglu-gumussuyu-emlakcidan-daire/detay/31824786,2. Kat,GÜMÜŞSUYUNDA ŞAHANE MANZARALI KİRALIK DAİRE,13.000,50,127,Emlakçıdan,2+1,Kurumsal,24.11.2018
/konut-kiralik/istanbul-bakirkoy-senlikkoy-emlakcidan-daire/detay/32199337,3. Kat,KAYALARDAN ADAKALE\u0027DE 3+1 DENİZ MANZARALI EGİMSİZ TERAS KAT,3.500,16,160,Emlakçıdan,3+1,Kurumsal,12.11.2018
/konut-kiralik/istanbul-atasehir-atasehir-ataturk-emlakcidan-daire/detay/32315404,19. Kat,Ataşehir My Towerland Full Modern Mobilyalı 3+1 Kiralık Daire,4.500,7,120,Emlakçıdan,3+1,Kurumsal,30.11.2018
/konut-kiralik/istanbul-sariyer-cumhuriyet-emlakcidan-daire/detay/31116429,Giriş Katı, Tarabya Üstünde Dairenin İçi Yenilenmiş Müstakil Girişli 2+1,1.300,15,85,Emlakçıdan,2+1,Kurumsal,01.12.2018
/konut-kiralik/istanbul-uskudar-unalan-emlakcidan-daire/detay/32334929,21 ve üzeri,EMAAR SQUARE HEIGTHS\u0027DA MUHTEŞEM MANZARALI 2+1 RESIDENCE,6.000,0,111,Emlakçıdan,2+1,Kurumsal,27.11.2018
/konut-kiralik/istanbul-atasehir-ornek-emlakcidan-daire/detay/32274866,3. Kat,Eser\u0027den Metro E-5Yakını Site İçi SIFIR 2+1 Daire 100m Balkonlu,1.900,0,100,Emlakçıdan,2+1,Kurumsal,17.11.2018
/konut-kiralik/istanbul-uskudar-beylerbeyi-emlakcidan-daire/detay/32362582,Yüksek Giriş,BEYLERBEYİ KÜPLÜCE\u0027DE YÜKSEK GİRİŞ 2+1 KİRALIK DAİRE,1.200,8,110,Emlakçıdan,2+1,Bireysel,01.12.2018
/konut-kiralik/istanbul-bakirkoy-yesilkoy-emlakcidan-daire/detay/32239760,1. Kat,YEŞİLYURT EMLAK\u0027TAN FULL TADİLATLI 5+SALON 220M2 ARAKAT DAİRE,6.300,30,220,Emlakçıdan,5+1,Kurumsal,01.12.2018
/konut-kiralik/istanbul-buyukcekmece-fatih-emlakcidan-daire/detay/32222310,Giriş Katı,Büyükçekmecede Sahile Yürüme Mesafesinde 1+1 Kiralık Daire,900,18,60,Emlakçıdan,1+1,Kurumsal,10.11.2018
/konut-kiralik/istanbul-eyup-circir-emlakcidan-daire/detay/32267133,,Alibeyköy 5.Levente Yakın Sıfır Kiralık Daire site içinde,1.300,0,90,Emlakçıdan,2+1,Kurumsal,01.12.2018
/konut-kiralik/istanbul-kadikoy-kozyatagi-emlakcidan-daire/detay/31972331,10. Kat,KOZYATAĞI İNÖNÜ CAD.SİTE İÇİNDE ÇOK FERAH 155m2 3+1,2.500,24,155,Emlakçıdan,3+1,Kurumsal,27.11.2018
/konut-kiralik/istanbul-maltepe-altintepe-emlakcidan-daire/detay/32202578,2. Kat,KAÇMAZ EMLAK BAĞDAT*ÇAMLIK SAHİLDE 7/24 GÜVENLİKLİ DENİZ MANZARA,2.550,0,110,Emlakçıdan,2+1,Kurumsal,27.11.2018
/konut-kiralik/istanbul-besiktas-bebek-emlakcidan-daire/detay/28989486,,NUMBERONE DAN KÜÇÜK BEBEKTE ANA CADDEYE ÇOK YAKIN BAKIMLI DAİRE,7.500,15,150,Emlakçıdan,3+1,Kurumsal,01.12.2018
/konut-kiralik/istanbul-sisli-fulya-emlakcidan-daire/detay/31031184,Giriş Katı,FULYA TORUN CENTER ARKASI-ORTAKLAR CAD PARALELİ 1+0 EŞYALI DAİRE,2.700,25,40,Emlakçıdan,1+0,Kurumsal,28.11.2018
/konut-kiralik/istanbul-esenyurt-fatih-emlakcidan-daire/detay/31949890,Yüksek Giriş,Esenyurt devlet hastanesine yakın 1+1 kiralık daire,650,1,70,Emlakçıdan,1+1,Kurumsal,01.12.2018
/konut-kiralik/istanbul-sisli-mecidiyekoy-emlakcidan-daire/detay/31914633,3. Kat,"Gülbahar\u0027da, Geniş, Kullanışlı, Rahat Ulaşım, Kiralık Daire",1.600,15,120,Emlakçıdan,3+1,Kurumsal,29.11.2018
/konut-kiralik/istanbul-umraniye-tepeustu-emlakcidan-daire/detay/32028784,3. Kat,YEŞİLVADİ KONAKLARI KİRALIK AKASYA TİPİ 4+1 DAİRE 253 M2,7.000,8,253,Emlakçıdan,4+1,Kurumsal,30.11.2018
/konut-kiralik/istanbul-kadikoy-goztepe-emlakcidan-daire/detay/32342455,5. Kat,ÇİFTEHAVUZLAR BAĞDAT CAD. 3. PARALEL 135 M2 3+1 KİRALIK DAİRE,2.750,20,135,Emlakçıdan,3+1,Kurumsal,28.11.2018
/konut-kiralik/istanbul-buyukcekmece-ataturk-emlakcidan-daire/detay/32357925,Yüksek Giriş,MARMARA GAYRİMENKUL ATATÜRK MAH. YENİ BİNA\u0027DA 2+1 85 M2 ,1.350,6,85,Emlakçıdan,2+1,Kurumsal,30.11.2018
/konut-kiralik/istanbul-sariyer-emirgan-emlakcidan-daire/detay/19693835,2. Kat,EMİRGANDA İÇİ SIFIR BEYAZ ESYA ÇOK GÜZEL TEMİZ BİR DAİRE,10.000,16,300,Emlakçıdan,4+1,Kurumsal,29.11.2018
/konut-kiralik/istanbul-atasehir-icerenkoy-emlakcidan-daire/detay/32078166,4. Kat,İçerenköyde Kiralık Arakat 3+1 Metroya Yakın Lüks Daire,1.650,21,120,Emlakçıdan,3+1,Bireysel,25.11.2018
/konut-kiralik/istanbul-bahcelievler-bahcelievler-emlakcidan-daire/detay/32333016,1. Kat,BAHÇELİEVLER TALATPAŞAYA YAKIN 4+1 145 M2 KİRALIK DAİRE,3.100,30,160,Emlakçıdan,4+1,Kurumsal,27.11.2018
/konut-kiralik/istanbul-kagithane-gultepe-emlakcidan-daire/detay/29911451,1. Kat,ŞENOĞLU EMLAKTAN GÜLTEPE DE TEMİZ AYDINLIK  1+1  60M2,1.000,30,60,Emlakçıdan,1+1,Kurumsal,28.11.2018
/konut-kiralik/istanbul-atasehir-atasehir-ataturk-emlakcidan-daire/detay/32174302,13. Kat,ATAŞEHİR ATA BLOKLARI EBEVENY BANYOLU 3+1 KİRALIK,2.750,20,140,Emlakçıdan,3+1,Kurumsal,03.11.2018
/konut-kiralik/istanbul-tuzla-yayla-emlakcidan-daire/detay/32183525,2. Kat,Tuzla Yayla Mah.2+1 Kiralık Daire,1.200,40,95,Emlakçıdan,2+1,Kurumsal,29.11.2018
/konut-kiralik/istanbul-kagithane-ortabayir-emlakcidan-daire/detay/32304875,4. Kat,ORTABAYIR ATALAR CADDESİNDE 2+1 120M2 EŞYALI KİRALIK DAİRE,2.000,20,120,Emlakçıdan,2+1,Kurumsal,27.11.2018
/konut-kiralik/istanbul-besiktas-bebek-emlakcidan-daire/detay/32313363,4. Kat,DENİZ MANZARALI 2+1 120 M2  TERAS KATI KİRALIK ,8.000,30,125,Emlakçıdan,2+1,Bireysel,28.11.2018
/konut-kiralik/istanbul-maltepe-altintepe-emlakcidan-daire/detay/32051644,4. Kat,KAÇMAZ EMLAK\u0027DAN Altıntepede Yeni Evleneceklere Kaçırılmaz 3+1,1.900,10,110,Emlakçıdan,3+1,Bireysel,01.12.2018
/konut-kiralik/istanbul-uskudar-ahmediye-emlakcidan-daire/detay/32320810,4. Kat,"Emin\u0027nden,Marmaray\u0027a Yakın,Kombili,2+1,Temiz",1.450,25,75,Emlakçıdan,2+1,Kurumsal,01.12.2018
/konut-kiralik/istanbul-beyoglu-gumussuyu-emlakcidan-daire/detay/32327762,Bahçe Katı,"BOSS,dan Gümüşsuyunda İçi Yeni Yapılmış Kiralık Daire",2.500,31,110,Emlakçıdan,2+1,Bireysel,26.11.2018
/konut-kiralik/istanbul-umraniye-esenevler-emlakcidan-daire/detay/31992211,10. Kat,BM GAYRİMENKUL ÜMRANİYE ESENEVLERDE KİRALIK 3+1 SİTE İÇİ DAİRE,1.850,6,120,Emlakçıdan,3+1,Bireysel,01.12.2018
/konut-kiralik/istanbul-besiktas-ortakoy-emlakcidan-daire/detay/32338585,3. Kat,F\u0026C GAYRİMENKUL\u0027DEN ORTAKÖY MERKEZİ KONUMDA TEMİZ ve BAKIMLI 3+1,4.250,18,150,Emlakçıdan,3+1,Bireysel,29.11.2018
/konut-kiralik/istanbul-bahcelievler-siyavuspasa-emlakcidan-daire/detay/32185127,2. Kat,BAHÇELİEVLER SİYAVUŞPAŞA DA KİRALIK ASANSÖRLÜ 3+1 DAİRE,1.600,25,120,Emlakçıdan,3+1,Kurumsal,01.12.2018
/konut-kiralik/istanbul-uskudar-bulgurlu-emlakcidan-daire/detay/32289672,5. Kat,EN UYGUN Emlaktan Libadiya Caddesine Yakın Tavanı Yüksek Dubleks,2.500,9,190,Emlakçıdan,3+2,Kurumsal,20.11.2018
/konut-kiralik/istanbul-sariyer-pinar-emlakcidan-daire/detay/31668415,5. Kat,İSTİNYEPARK TA KİRALIK 4+1 HAVUZ VE GÖLET MANZARALI ÇATI DUBLEKS,25.500,9,290,Emlakçıdan,4+1,Kurumsal,01.12.2018
/konut-kiralik/istanbul-umraniye-armagan-evler-emlakcidan-daire/detay/31991029,4. Kat,BM GAYRİMENKUL ÜMRANİYE ARMAĞANEVLERDE KİRALIK 4+1 DUBLEKS DAİRE,1.350,5,140,Emlakçıdan,4+1,Bireysel,01.12.2018
/konut-kiralik/istanbul-kadikoy-bostanci-emlakcidan-daire/detay/32176486,2. Kat,YİĞİT\u0026 MERT\u0027 DEN MİNİBÜSE 4. BİNADA KOMBİLİ AZ KATLI BUTİK BİNA,1.950,20,140,Emlakçıdan,3+1,Kurumsal,03.11.2018
/konut-kiralik/istanbul-uskudar-acibadem-emlakcidan-daire/detay/31790161,Bahçe Katı,ATILIM dan..GÜVENLİKLİ SİTEDE ASANSÖRLÜ-OTOPARKLI-ÇOÇUK PARKLI..,3.500,35,130,Emlakçıdan,3+1,Kurumsal,28.11.2018
/konut-kiralik/istanbul-sariyer-darussafaka-emlakcidan-daire/detay/32333313,2. Kat,"ORYAP,DAN DARÜŞŞAFAKADA SİTEDE 3+1.130M2 TEMİZ DAİRE",2.650,24,150,Emlakçıdan,3+1,Bireysel,28.11.2018
/konut-kiralik/istanbul-esenyurt-zafer-emlakcidan-daire/detay/24658180,11. Kat,PRESTİJ PARK SİTESİNDE SIFIR 2+1 101 M2 FULL BEYAZ EŞYALI,1.350,0,101,Emlakçıdan,2+1,Kurumsal,28.11.2018
/konut-kiralik/istanbul-cekmekoy-tasdelen-emlakcidan-daire/detay/32199902,Yüksek Giriş,Çekmeköy Taşdelen Merkezde Site İçi Kiralık Daire,900,6,82,Emlakçıdan,1+1,Kurumsal,29.11.2018
/konut-kiralik/istanbul-kucukcekmece-atakent-emlakcidan-daire/detay/32327809,6. Kat,Bosphorus City Erguvan Evlerinde Kiralık 3+1 Boş Daire ,2.500,8,122,Emlakçıdan,3+1,Kurumsal,01.12.2018
/konut-kiralik/istanbul-eyup-gokturk-merkez-emlakcidan-daire/detay/31869189,1. Kat,göktürk\u0027 te site içinde full eşyalı 1+1 ara kat daire,2.650,10,75,Emlakçıdan,1+1,Kurumsal,28.11.2018
/konut-kiralik/istanbul-bakirkoy-yesilkoy-emlakcidan-daire/detay/31895650,Bahçe Katı,PERSA\u0027dan HAVUZLU GÜVENLİKLİ SİTEDE FULL EŞYALI 4+1 BAHÇE KATI ,10.500,28,180,Emlakçıdan,4+1,Kurumsal,27.11.2018
/konut-kiralik/istanbul-uskudar-selamiali-emlakcidan-daire/detay/32359027,1. Kat,Üsküdar Fıstıkağacında 3+1 Kat 1 110 M2 ,2.000,40,110,Emlakçıdan,3+1,Kurumsal,30.11.2018
/konut-kiralik/istanbul-beylikduzu-yakuplu-sahibinden-daire/detay/32023970,Yüksek Giriş,Sahibinden Çok Temiz Yapılı Kiralık 2+1 95m2,1.150,6,95,Sahibinden,2+1,Bireysel,28.11.2018
/konut-kiralik/istanbul-atasehir-barbaros-emlakcidan-daire/detay/29881151,Bahçe Katı,Ağaoğlu Suncity......Doğru Rakamla....1+1 Kiralık.....Boş....Bahçe Katı...,1.800,10,71,Emlakçıdan,1+1,Kurumsal,24.11.2018
/konut-kiralik/istanbul-kadikoy-bostanci-emlakcidan-daire/detay/27886151,2. Kat,BOĞAZİÇİ\u0027NDEN BOSTANCI\u0027DA MASRAFSIZ YENİLENMİŞ 85 M2 2+1 DAİRE,2.200,35,85,Emlakçıdan,2+1,Kurumsal,01.12.2018
/konut-kiralik/istanbul-eyup-gokturk-merkez-emlakcidan-daire/detay/32328971,Kot 3,Göktürk Mesa Yankı Sitesinde Havuz Cepheli Kiralık 2+1 Daire,3.500,15,100,Emlakçıdan,2+1,Kurumsal,26.11.2018
/konut-kiralik/istanbul-sariyer-istinye-emlakcidan-daire/detay/32237055,3. Kat,ABN\u0027DEN İSTİNYE MARİTZA KONAKLARINDA 2+1 KİRALIK DAİRE,6.500,5,130,Emlakçıdan,2+1,Kurumsal,12.11.2018
/konut-kiralik/istanbul-atasehir-esatpasa-emlakcidan-daire/detay/32195404,Giriş Katı,ESATPAŞA\u0027DA KİRALIK 2+1 85 M2 DAİRE FURKAN\u0027DAN,1.300,2,85,Emlakçıdan,2+1,Bireysel,24.11.2018
/konut-kiralik/istanbul-esenler-kazim-karabekir-sahibinden-daire/detay/32318325,4. Kat,ESENLER GÜNEY HASTAHANESi YANINDA KiRALIK DAiRE,1.000,25,70,Sahibinden,1+1,Bireysel,24.11.2018
/konut-kiralik/istanbul-besiktas-levazim-emlakcidan-daire/detay/32315677,Yüksek Giriş,LEVENT LEVAZIM SİTESİ - İyi konum ve iç kondisyonda Temiz 3+1 ,3.850,35,100,Emlakçıdan,3+1,Kurumsal,23.11.2018
/konut-kiralik/istanbul-kadikoy-erenkoy-emlakcidan-daire/detay/32083723,6. Kat,EMİR\u0027DEN ERENKÖYDE TREN MİNİBÜS ARASINDA BALKONLU GENİŞ,1.900,30,140,Emlakçıdan,3+1,Kurumsal,26.11.2018
/konut-kiralik/istanbul-silivri-yeni-emlakcidan-daire/detay/32141685,Yüksek Giriş,REMAX MAYA BANU\u0027DAN ROSE GARDEN\u0027DA HAVUZLU KİRALIK 2+1,850,0,96,Emlakçıdan,2+1,Kurumsal,25.11.2018
/konut-kiralik/istanbul-umraniye-camlik-emlakcidan-daire/detay/32271974,2. Kat,105m2 EBEVEYN BANYOLU ARAKAT KİRALIK DAİRE,1.300,8,105,Emlakçıdan,2+1,Kurumsal,17.11.2018
/konut-kiralik/istanbul-sariyer-tarabya-emlakcidan-daire/detay/32065636,2. Kat,Tarabya Üstünde Cadde Ulaşım Marketlere Yakın Kiralık 2+1 Daire,2.000,15,80,Emlakçıdan,2+1,Kurumsal,01.12.2018
/konut-kiralik/istanbul-sariyer-ayazaga-emlakcidan-daire/detay/32336558,Ara Kat,VADİ İSTANBUL TERASTA  KİRALIK FULL EŞYALI 3+1 GÜNCEL FIRSAT,8.500,3,172,Emlakçıdan,3+1,Kurumsal,27.11.2018
